row,t0_s,frame,s_cm,s_norm,lat_cm,y_cm,speed_cm_s,vy_cm_s,total_cm
0,6.762,0,0.00,0.000000,0.00,0.00,,0.0,1785.15
1,6.762,1,41.28,0.023127,0.08,16.51,5085.7,2033.4,1785.15
2,6.762,2,82.50,0.046215,0.00,32.93,5194.6,2070.0,1785.15
3,6.762,3,123.69,0.069286,-0.08,49.27,4735.2,1878.9,1785.15
4,6.762,4,164.78,0.092307,-0.41,65.53,4792.5,1896.0,1785.15
5,6.762,5,205.84,0.115310,-0.74,81.71,5039.8,1985.3,1785.15
6,6.762,6,246.83,0.138269,-1.29,97.80,4831.5,1897.1,1785.15
7,6.762,7,287.78,0.161210,-1.84,113.82,5083.8,1987.4,1785.15
8,6.762,8,328.70,0.184132,-2.39,129.75,5003.9,1947.7,1785.15
9,6.762,9,369.59,0.207036,-2.93,145.59,4908.4,1902.1,1785.15
10,6.762,10,410.44,0.229921,-3.48,161.36,4977.5,1920.3,1785.15
11,6.762,11,451.26,0.252788,-4.03,177.04,4830.0,1855.1,1785.15
12,6.762,12,492.05,0.275637,-4.58,192.64,4879.1,1865.5,1785.15
13,6.762,13,532.81,0.298467,-5.13,208.15,4857.6,1848.9,1785.15
14,6.762,14,573.57,0.321304,-5.46,223.59,4949.0,1873.2,1785.15
15,6.762,15,614.31,0.344122,-5.79,238.94,4785.7,1803.0,1785.15
16,6.762,16,655.06,0.366953,-5.87,254.21,4893.7,1832.8,1785.15
17,6.762,17,695.79,0.389765,-5.95,269.40,4750.7,1771.0,1785.15
18,6.762,18,736.51,0.412578,-5.87,284.50,5115.3,1896.3,1785.15
19,6.762,19,777.20,0.435372,-5.79,299.52,4833.7,1783.5,1785.15
20,6.762,20,817.86,0.458148,-5.71,314.46,5088.2,1868.4,1785.15
21,6.762,21,858.49,0.480906,-5.63,329.32,4690.5,1714.2,1785.15
22,6.762,22,899.08,0.503645,-5.55,344.09,5100.1,1854.9,1785.15
23,6.762,23,939.64,0.526366,-5.47,358.79,4586.7,1660.1,1785.15
24,6.762,24,980.17,0.549068,-5.39,373.39,5015.7,1806.5,1785.15
25,6.762,25,1020.66,0.571752,-5.31,387.92,4709.9,1688.0,1785.15
26,6.762,26,1061.12,0.594417,-5.23,402.37,5164.3,1841.7,1785.15
27,6.762,27,1101.55,0.617064,-5.15,416.73,4822.8,1711.3,1785.15
28,6.762,28,1141.94,0.639692,-5.07,431.01,4784.5,1689.2,1785.15
29,6.762,29,1182.31,0.662302,-4.99,445.20,4798.4,1685.5,1785.15
30,6.762,30,1222.64,0.684894,-4.91,459.32,4865.5,1700.4,1785.15
31,6.762,31,1262.93,0.707467,-4.83,473.35,4880.0,1696.7,1785.15
32,6.762,32,1303.20,0.730022,-4.75,487.30,4840.8,1674.3,1785.15
33,6.762,33,1343.43,0.752558,-4.67,501.17,4873.1,1676.7,1785.15
34,6.762,34,1383.62,0.775076,-4.59,514.95,4851.7,1660.6,1785.15
35,6.762,35,1423.79,0.797575,-4.52,528.65,4693.1,1597.8,1785.15
36,6.762,36,1463.92,0.820056,-4.44,542.27,4899.0,1659.0,1785.15
37,6.762,37,1504.02,0.842518,-4.36,555.81,4737.1,1595.6,1785.15
38,6.762,38,1544.08,0.864962,-4.28,569.26,4856.1,1626.8,1785.15
39,6.762,39,1584.12,0.887388,-4.20,582.64,4747.7,1581.8,1785.15
40,6.762,40,1624.12,0.909795,-4.12,595.92,4959.3,1643.3,1785.15
41,6.762,41,1664.08,0.932184,-4.04,609.13,4758.4,1568.0,1785.15
42,6.762,42,1704.02,0.954554,-3.96,622.26,4897.1,1604.7,1785.15
43,6.762,43,1743.92,0.976906,-3.88,635.30,4684.1,1526.3,1785.15
44,6.762,44,1783.79,0.999239,-3.80,648.26,4983.5,1614.6,1785.15
45,15.222,0,0.00,0.000000,0.00,0.00,0.1,0.1,1735.96
46,15.222,1,40.74,0.023470,0.08,29.46,5340.3,3862.0,1735.96
47,15.222,2,81.40,0.046891,-0.01,58.85,4880.2,3526.7,1735.96
48,15.222,3,122.00,0.070278,-0.09,88.15,4927.2,3555.9,1735.96
49,15.222,4,162.50,0.093606,-0.43,117.36,4790.7,3456.3,1735.96
50,15.222,5,202.93,0.116900,-0.77,146.50,4801.2,3459.0,1735.96
51,15.222,6,243.37,0.140191,-1.32,175.62,4682.1,3371.4,1735.96
52,15.222,7,283.65,0.163396,-1.87,204.58,4907.5,3528.9,1735.96
53,15.222,8,323.87,0.186567,-2.42,233.47,4955.6,3558.5,1735.96
54,15.222,9,364.04,0.209703,-2.97,262.28,4786.4,3432.2,1735.96
55,15.222,10,404.14,0.232805,-3.52,291.00,4978.4,3565.0,1735.96
56,15.222,11,444.18,0.255872,-4.07,319.64,4653.8,3327.9,1735.96
57,15.222,12,484.17,0.278905,-4.62,348.19,4748.0,3390.4,1735.96
58,15.222,13,524.09,0.301904,-5.17,376.67,4882.5,3481.5,1735.96
59,15.222,14,563.99,0.324889,-5.51,405.06,4897.7,3484.5,1735.96
60,15.222,15,603.84,0.347839,-5.85,433.37,4731.1,3361.0,1735.96
61,15.222,16,643.66,0.370779,-5.93,461.60,4763.5,3375.7,1735.96
62,15.222,17,683.42,0.393685,-6.01,489.74,4572.9,3235.9,1735.96
63,15.222,18,723.15,0.416571,-5.94,517.80,4718.2,3331.7,1735.96
64,15.222,19,762.82,0.439423,-5.86,545.78,5059.6,3567.4,1735.96
65,15.222,20,802.43,0.462240,-5.79,573.68,4756.1,3348.5,1735.96
66,15.222,21,841.98,0.485023,-5.71,601.50,4613.9,3243.5,1735.96
67,15.222,22,881.47,0.507772,-5.64,629.23,4812.7,3378.1,1735.96
68,15.222,23,920.90,0.530486,-5.56,656.88,4567.9,3201.5,1735.96
69,15.222,24,960.27,0.553166,-5.49,684.44,4780.8,3345.6,1735.96
70,15.222,25,999.59,0.575811,-5.41,711.93,4863.9,3398.5,1735.96
71,15.222,26,1038.84,0.598422,-5.34,739.33,4680.2,3265.1,1735.96
72,15.222,27,1078.03,0.620999,-5.26,766.65,4690.4,3267.2,1735.96
73,15.222,28,1117.16,0.643542,-5.19,793.89,4770.6,3317.8,1735.96
74,15.222,29,1156.24,0.666050,-5.11,821.04,4642.8,3223.9,1735.96
75,15.222,30,1195.25,0.688523,-5.04,848.11,4704.1,3261.4,1735.96
76,15.222,31,1234.20,0.710963,-4.96,875.10,4663.0,3227.7,1735.96
77,15.222,32,1273.10,0.733368,-4.89,902.01,4622.4,3194.5,1735.96
78,15.222,33,1311.93,0.755738,-4.81,928.83,4825.4,3329.5,1735.96
79,15.222,34,1350.71,0.778075,-4.74,955.58,4625.6,3186.5,1735.96
80,15.222,35,1389.42,0.800377,-4.66,982.24,4602.1,3165.1,1735.96
81,15.222,36,1428.08,0.822644,-4.59,1008.81,4645.9,3190.0,1735.96
82,15.222,37,1466.68,0.844877,-4.51,1035.31,4572.1,3134.2,1735.96
83,15.222,38,1505.21,0.867076,-4.44,1061.72,4864.0,3328.7,1735.96
84,15.222,39,1543.69,0.889241,-4.36,1088.05,4354.4,2975.0,1735.96
85,15.222,40,1582.11,0.911371,-4.29,1114.30,4722.6,3221.2,1735.96
86,15.222,41,1620.46,0.933467,-4.21,1140.46,4612.0,3140.5,1735.96
87,15.222,42,1658.76,0.955528,-4.14,1166.54,4656.5,3165.4,1735.96
88,15.222,43,1697.00,0.977555,-4.06,1192.54,4483.6,3042.7,1735.96
89,15.222,44,1735.18,0.999548,-3.99,1218.46,4730.5,3204.7,1735.96
90,24.474,0,0.00,0.000000,0.00,0.00,0.0,0.0,1657.31
91,24.474,1,39.03,0.023552,0.08,29.87,4668.0,3572.4,1657.31
92,24.474,2,77.98,0.047052,0.00,59.66,4744.2,3628.8,1657.31
93,24.474,3,116.86,0.070513,-0.08,89.37,4826.2,3687.3,1657.31
94,24.474,4,155.64,0.093912,-0.41,118.99,4554.7,3479.3,1657.31
95,24.474,5,194.36,0.117273,-0.74,148.54,4580.2,3494.7,1657.31
96,24.474,6,232.98,0.140576,-1.29,177.99,4552.6,3472.4,1657.31
97,24.474,7,271.53,0.163840,-1.83,207.37,4697.3,3578.5,1657.31
98,24.474,8,310.03,0.187067,-2.38,236.67,4778.4,3636.1,1657.31
99,24.474,9,348.46,0.210255,-2.92,265.88,4466.1,3394.4,1657.31
100,24.474,10,386.82,0.233406,-3.47,295.01,4490.7,3409.0,1657.31
101,24.474,11,425.13,0.256518,-4.01,324.05,4773.2,3619.1,1657.31
102,24.474,12,463.37,0.279592,-4.56,353.02,4624.7,3502.2,1657.31
103,24.474,13,501.55,0.302628,-5.10,381.90,4517.1,3416.6,1657.31
104,24.474,14,539.70,0.325646,-5.44,410.70,4596.5,3469.5,1657.31
105,24.474,15,577.78,0.348626,-5.77,439.42,4692.5,3537.6,1657.31
106,24.474,16,615.84,0.371593,-5.85,468.05,4586.3,3449.6,1657.31
107,24.474,17,653.84,0.394521,-5.93,496.60,4480.0,3365.4,1657.31
108,24.474,18,691.80,0.417426,-5.85,525.07,4365.6,3273.3,1657.31
109,24.474,19,729.70,0.440292,-5.77,553.46,4777.6,3577.6,1657.31
110,24.474,20,767.53,0.463120,-5.69,581.77,4559.4,3409.9,1657.31
111,24.474,21,805.30,0.485910,-5.61,609.99,4568.8,3412.5,1657.31
112,24.474,22,843.01,0.508662,-5.53,638.13,4544.6,3390.0,1657.31
113,24.474,23,880.65,0.531376,-5.45,666.18,4570.8,3405.1,1657.31
114,24.474,24,918.23,0.554052,-5.37,694.16,4464.1,3321.3,1657.31
115,24.474,25,955.75,0.576690,-5.30,722.05,4473.0,3323.5,1657.31
116,24.474,26,993.21,0.599290,-5.22,749.86,4417.5,3277.9,1657.31
117,24.474,27,1030.60,0.621851,-5.14,777.59,4609.3,3415.6,1657.31
118,24.474,28,1067.93,0.644375,-5.06,805.23,4467.4,3306.0,1657.31
119,24.474,29,1105.19,0.666860,-4.98,832.79,4559.9,3370.0,1657.31
120,24.474,30,1142.39,0.689308,-4.90,860.27,4135.8,3052.4,1657.31
121,24.474,31,1179.53,0.711717,-4.82,887.67,4795.6,3534.4,1657.31
122,24.474,32,1216.61,0.734088,-4.74,914.98,4470.9,3290.6,1657.31
123,24.474,33,1253.62,0.756421,-4.66,942.22,4305.3,3164.3,1657.31
124,24.474,34,1290.57,0.778716,-4.59,969.37,4522.8,3319.5,1657.31
125,24.474,35,1327.46,0.800973,-4.51,996.43,4449.0,3260.8,1657.31
126,24.474,36,1364.28,0.823192,-4.43,1023.42,4377.4,3203.7,1657.31
127,24.474,37,1401.04,0.845373,-4.35,1050.32,4386.1,3205.5,1657.31
128,24.474,38,1437.74,0.867516,-4.27,1077.14,4460.0,3254.9,1657.31
129,24.474,39,1474.37,0.889620,-4.19,1103.88,4403.8,3209.2,1657.31
130,24.474,40,1510.94,0.911687,-4.11,1130.53,4364.6,3176.0,1657.31
131,24.474,41,1547.45,0.933715,-4.03,1157.10,4279.6,3109.7,1657.31
132,24.474,42,1583.90,0.955705,-3.95,1183.59,4531.5,3287.9,1657.31
133,24.474,43,1620.28,0.977658,-3.88,1210.00,4375.0,3169.6,1657.31
134,24.474,44,1656.60,0.999572,-3.80,1236.32,4400.0,3183.0,1657.31
135,42.572,0,0.00,0.000000,0.00,0.00,,0.0,1646.32
136,42.572,1,38.78,0.023556,0.08,29.65,4554.7,3482.3,1646.32
137,42.572,2,77.47,0.047059,0.00,59.22,4731.1,3615.1,1646.32
138,42.572,3,116.11,0.070524,-0.07,88.70,4553.5,3475.4,1646.32
139,42.572,4,154.64,0.093928,-0.41,118.10,4608.0,3516.2,1646.32
140,42.572,5,193.10,0.117293,-0.74,147.42,4600.5,3506.4,1646.32
141,42.572,6,231.48,0.140602,-1.28,176.66,4572.9,3483.8,1646.32
142,42.572,7,269.79,0.163872,-1.83,205.81,4565.4,3473.9,1646.32
143,42.572,8,308.03,0.187104,-2.38,234.89,4625.2,3515.2,1646.32
144,42.572,9,346.22,0.210297,-2.92,263.88,4567.1,3466.9,1646.32
145,42.572,10,384.34,0.233452,-3.47,292.78,4627.2,3508.2,1646.32
146,42.572,11,422.40,0.256569,-4.01,321.61,4470.5,3385.4,1646.32
147,42.572,12,460.39,0.279648,-4.56,350.35,4629.1,3501.2,1646.32
148,42.572,13,498.32,0.302688,-5.10,379.01,4471.9,3378.1,1646.32
149,42.572,14,536.22,0.325709,-5.44,407.59,4600.3,3468.2,1646.32
150,42.572,15,574.06,0.348691,-5.77,436.08,4609.9,3471.0,1646.32
151,42.572,16,611.87,0.371658,-5.85,464.49,4589.8,3448.2,1646.32
152,42.572,17,649.62,0.394587,-5.92,492.82,4532.0,3400.4,1646.32
153,42.572,18,687.33,0.417492,-5.84,521.07,4527.4,3390.5,1646.32
154,42.572,19,724.97,0.440358,-5.76,549.23,4454.7,3331.7,1646.32
155,42.572,20,762.55,0.463186,-5.68,577.31,4596.7,3433.5,1646.32
156,42.572,21,800.07,0.485975,-5.60,605.31,4488.7,3348.5,1646.32
157,42.572,22,837.53,0.508727,-5.52,633.23,4598.8,3426.2,1646.32
158,42.572,23,874.92,0.531440,-5.44,661.07,4362.6,3245.8,1646.32
159,42.572,24,912.25,0.554114,-5.36,688.82,4549.7,3380.6,1646.32
160,42.572,25,949.52,0.576751,-5.28,716.49,4379.4,3249.7,1646.32
161,42.572,26,986.72,0.599349,-5.20,744.07,4568.7,3385.7,1646.32
162,42.572,27,1023.86,0.621908,-5.12,771.58,4428.6,3277.3,1646.32
163,42.572,28,1060.94,0.644430,-5.03,799.00,4553.8,3365.4,1646.32
164,42.572,29,1097.95,0.666913,-4.95,826.34,4319.8,3188.1,1646.32
165,42.572,30,1134.90,0.689358,-4.87,853.60,4505.1,3320.3,1646.32
166,42.572,31,1171.79,0.711764,-4.79,880.77,4336.5,3191.6,1646.32
167,42.572,32,1208.62,0.734133,-4.71,907.86,4473.6,3288.0,1646.32
168,42.572,33,1245.38,0.756463,-4.63,934.87,4433.4,3253.8,1646.32
169,42.572,34,1282.08,0.778754,-4.55,961.80,4442.5,3255.9,1646.32
170,42.572,35,1318.72,0.801008,-4.47,988.64,4386.6,3210.4,1646.32
171,42.572,36,1355.29,0.823223,-4.39,1015.41,4363.5,3188.9,1646.32
172,42.572,37,1391.80,0.845399,-4.31,1042.08,4309.3,3144.7,1646.32
173,42.572,38,1428.25,0.867538,-4.23,1068.68,4462.7,3252.0,1646.32
174,42.572,39,1464.63,0.889638,-4.15,1095.20,4117.4,2995.9,1646.32
175,42.572,40,1500.95,0.911700,-4.07,1121.63,4711.8,3423.4,1646.32
176,42.572,41,1537.21,0.933723,-3.99,1147.98,4281.0,3105.8,1646.32
177,42.572,42,1573.40,0.955708,-3.90,1174.24,4384.3,3176.1,1646.32
178,42.572,43,1609.53,0.977655,-3.82,1200.43,4236.4,3064.3,1646.32
179,42.572,44,1645.60,0.999564,-3.74,1226.53,4402.4,3179.6,1646.32
180,64.078,0,0.00,0.000000,0.00,0.00,0.0,-0.0,1754.97
181,64.078,1,40.46,0.023057,0.08,13.17,4892.8,1592.1,1754.97
182,64.078,2,80.87,0.046080,-0.00,26.25,4849.6,1570.5,1754.97
183,64.078,3,121.24,0.069087,-0.08,39.25,4882.2,1572.1,1754.97
184,64.078,4,161.54,0.092046,-0.41,52.17,4872.3,1562.1,1754.97
185,64.078,5,201.81,0.114991,-0.75,65.01,4780.9,1524.0,1754.97
186,64.078,6,242.00,0.137893,-1.30,77.76,4772.3,1514.2,1754.97
187,64.078,7,282.16,0.160779,-1.85,90.43,4893.4,1543.6,1754.97
188,64.078,8,322.30,0.183650,-2.40,103.02,4731.9,1483.9,1754.97
189,64.078,9,362.41,0.206506,-2.94,115.53,4851.0,1512.2,1754.97
190,64.078,10,402.50,0.229347,-3.49,127.95,4812.4,1491.3,1754.97
191,64.078,11,442.55,0.252173,-4.04,140.30,4862.7,1497.8,1754.97
192,64.078,12,482.59,0.274983,-4.59,152.56,4771.3,1460.8,1754.97
193,64.078,13,522.59,0.297778,-5.14,164.73,4733.9,1440.5,1754.97
194,64.078,14,562.62,0.320585,-5.47,176.83,4805.8,1451.7,1754.97
195,64.078,15,602.61,0.343377,-5.81,188.84,4874.2,1463.2,1754.97
196,64.078,16,642.64,0.366185,-5.89,200.77,4789.0,1426.6,1754.97
197,64.078,17,682.64,0.388979,-5.97,212.61,4786.0,1416.8,1754.97
198,64.078,18,722.65,0.411777,-5.89,224.38,4787.3,1406.9,1754.97
199,64.078,19,762.64,0.434559,-5.81,236.06,4873.3,1423.0,1754.97
200,64.078,20,802.59,0.457326,-5.73,247.66,4764.1,1382.1,1754.97
201,64.078,21,842.52,0.480078,-5.65,259.18,4796.1,1382.3,1754.97
202,64.078,22,882.42,0.502815,-5.58,270.61,4793.3,1372.4,1754.97
203,64.078,23,922.30,0.525536,-5.50,281.96,4721.3,1342.9,1754.97
204,64.078,24,962.15,0.548242,-5.42,293.23,4507.0,1273.3,1754.97
205,64.078,25,1001.97,0.570933,-5.34,304.42,4784.9,1342.7,1754.97
206,64.078,26,1041.76,0.593609,-5.27,315.52,5079.8,1415.8,1754.97
207,64.078,27,1081.53,0.616269,-5.19,326.54,4868.5,1347.6,1754.97
208,64.078,28,1121.27,0.638914,-5.11,337.48,4794.2,1317.8,1754.97
209,64.078,29,1160.99,0.661544,-5.03,348.34,4388.1,1197.8,1754.97
210,64.078,30,1200.67,0.684159,-4.95,359.11,4771.2,1293.2,1754.97
211,64.078,31,1240.34,0.706758,-4.88,369.80,5085.2,1368.5,1754.97
212,64.078,32,1279.97,0.729342,-4.80,380.41,4783.4,1278.1,1754.97
213,64.078,33,1319.58,0.751911,-4.72,390.94,4763.3,1263.5,1754.97
214,64.078,34,1359.16,0.774464,-4.64,401.38,4778.1,1258.2,1754.97
215,64.078,35,1398.71,0.797002,-4.57,411.75,4639.1,1212.6,1754.97
216,64.078,36,1438.24,0.819525,-4.49,422.03,4772.9,1238.3,1754.97
217,64.078,37,1477.74,0.842033,-4.41,432.22,4788.0,1232.9,1754.97
218,64.078,38,1517.21,0.864526,-4.33,442.34,4785.4,1223.0,1754.97
219,64.078,39,1556.66,0.887003,-4.26,452.37,4765.3,1208.5,1754.97
220,64.078,40,1596.08,0.909465,-4.18,462.32,4762.8,1198.6,1754.97
221,64.078,41,1635.47,0.931911,-4.10,472.18,4725.5,1180.0,1754.97
222,64.078,42,1674.84,0.954343,-4.02,481.97,4705.9,1165.8,1754.97
223,64.078,43,1714.18,0.976759,-3.94,491.67,4790.6,1177.4,1754.97
224,64.078,44,1753.49,0.999160,-3.87,501.29,4701.1,1146.2,1754.97
225,70.124,0,0.00,0.000000,0.00,0.00,,0.0,1763.82
226,70.124,1,40.90,0.023186,0.08,18.53,4820.5,2184.0,1763.82
227,70.124,2,81.72,0.046333,0.00,36.98,4900.4,2214.1,1763.82
228,70.124,3,122.51,0.069459,-0.08,55.34,4878.1,2196.2,1763.82
229,70.124,4,163.21,0.092532,-0.41,73.62,4939.5,2218.7,1763.82
230,70.124,5,203.87,0.115585,-0.74,91.82,4845.2,2168.5,1763.82
231,70.124,6,244.45,0.138591,-1.29,109.94,4871.0,2174.5,1763.82
232,70.124,7,284.99,0.161574,-1.84,127.97,4796.1,2133.4,1763.82
233,70.124,8,325.49,0.184536,-2.39,145.92,4897.9,2170.6,1763.82
234,70.124,9,365.95,0.207476,-2.94,163.79,4875.5,2152.7,1763.82
235,70.124,10,406.38,0.230396,-3.50,181.58,4871.1,2142.8,1763.82
236,70.124,11,446.77,0.253295,-4.05,199.28,4848.9,2125.0,1763.82
237,70.124,12,487.12,0.276172,-4.60,216.90,4898.4,2138.6,1763.82
238,70.124,13,527.43,0.299028,-5.15,234.44,4770.3,2074.8,1763.82
239,70.124,14,567.75,0.321889,-5.48,251.90,4895.1,2118.6,1763.82
240,70.124,15,608.04,0.344729,-5.82,269.27,4854.8,2093.1,1763.82
241,70.124,16,648.34,0.367579,-5.90,286.57,4874.8,2090.8,1763.82
242,70.124,17,688.61,0.390407,-5.98,303.77,4782.3,2043.1,1763.82
243,70.124,18,728.87,0.413233,-5.90,320.90,4906.5,2086.3,1763.82
244,70.124,19,769.09,0.436037,-5.83,337.94,4692.9,1987.5,1763.82
245,70.124,20,809.27,0.458820,-5.75,354.91,4861.8,2050.9,1763.82
246,70.124,21,849.42,0.481582,-5.67,371.79,4822.0,2026.0,1763.82
